Id,source,latitude,longitude,region,country,admin1,localityName,localityQuality,observationDate,reportingDate,status,disease,serotypes,speciesDescription,sumAtRisk,sumCases,sumDeaths,sumDestroyed,sumSlaughtered,humansGenderDesc,humansAge,humansAffected,humansDeaths
219534,OIE,36.942006,127.530444,Asia,Republic of Korea,Chungchongbuk-do,Eumseong-gun,Exact,21/11/2016,24/11/2016,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, duck",6500,0,0,6500,0,,,,
219533,OIE,36.942006,127.530444,Asia,Republic of Korea,Chungchongbuk-do,Eumseong-gun,Exact,21/11/2016,24/11/2016,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, duck",9500,0,0,9500,0,,,,
219532,OIE,36.942006,127.530444,Asia,Republic of Korea,Chungchongbuk-do,Eumseong-gun,Exact,21/11/2016,24/11/2016,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, duck",10000,0,0,10000,0,,,,
219531,OIE,37.801392,126.972725,Asia,Republic of Korea,Kyonggi-do,Yangju-si,Exact,20/11/2016,24/11/2016,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",15500,240,240,15260,0,,0,,
219530,OIE,36.749672,127.571177,Asia,Republic of Korea,Chungchongbuk-do,Cheongju-si,Exact,19/11/2016,24/11/2016,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, duck",8500,0,0,8500,0,,,,
219529,OIE,36.924103,127.517809,Asia,Republic of Korea,Chungchongbuk-do,Eumseong-gun,Exact,19/11/2016,24/11/2016,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, duck",9500,0,0,9500,0,,,,
219528,OIE,36.934554,127.529467,Asia,Republic of Korea,Chungchongbuk-do,Eumseong-gun,Exact,19/11/2016,24/11/2016,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, duck",17000,0,0,17000,0,,,,
219527,OIE,36.935949,127.514694,Asia,Republic of Korea,Chungchongbuk-do,Eumseong-gun,Exact,19/11/2016,24/11/2016,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, duck",10200,23,23,10177,0,,,,
219526,OIE,36.92673,127.519027,Asia,Republic of Korea,Chungchongbuk-do,Eumseong-gun,Exact,17/11/2016,24/11/2016,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, duck",11000,404,404,10596,0,,,,
219525,OIE,36.92673,127.519027,Asia,Republic of Korea,Chungchongbuk-do,Eumseong-gun,Exact,17/11/2016,24/11/2016,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, duck",11200,53,53,11147,0,,,,
219524,OIE,5.5749,-0.33302,Africa,Ghana,Greater Accra,Upper Weija,Exact,26/10/2016,23/11/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",650,389,389,261,0,,,,
219523,OIE,5.54664,-0.31106,Africa,Ghana,Greater Accra,Tettegu,Exact,24/10/2016,23/11/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",900,423,423,427,0,,,,
219516,OIE,45.51454,14.34376,Europe,Slovenia,Notranjsko-kraska,Ilirska Bistrica,Exact,01/11/2016,25/11/2016,Confirmed,Bluetongue,4,"domestic, sheep",77,2,0,0,0,,,,
219515,OIE,45.85874,14.2662,Europe,Slovenia,Osrednjeslovenska,Logatec,Exact,27/10/2016,25/11/2016,Confirmed,Bluetongue,4,"domestic, cattle",9,1,0,0,0,,,,
219514,OIE,45.59976,14.19897,Europe,Slovenia,Notranjsko-kraska,Ilirska Bistrica,Exact,27/10/2016,25/11/2016,Confirmed,Bluetongue,4,"domestic, cattle",22,3,0,0,0,,,,
219513,OIE,45.52541,14.34456,Europe,Slovenia,Notranjsko-kraska,Ilirska Bistrica,Exact,26/10/2016,25/11/2016,Confirmed,Bluetongue,4,"domestic, sheep",38,1,0,0,0,,,,
219512,OIE,45.53435,14.18481,Europe,Slovenia,Notranjsko-kraska,Ilirska Bistrica,Exact,17/10/2016,25/11/2016,Confirmed,Bluetongue,4,"domestic, sheep",26,1,0,0,0,,,,
219511,OIE,45.56398,14.21781,Europe,Slovenia,Notranjsko-kraska,Ilirska Bistrica,Exact,14/10/2016,25/11/2016,Confirmed,Bluetongue,4,"domestic, cattle, domestic, sheep",25,1,0,0,0,,,,
219510,OIE,45.58011,14.12881,Europe,Slovenia,Notranjsko-kraska,Hrpelje-Kozina,Exact,13/10/2016,25/11/2016,Confirmed,Bluetongue,4,"domestic, sheep",20,1,0,0,0,,,,
219509,OIE,45.56364,14.24969,Europe,Slovenia,Notranjsko-kraska,Ilirska Bistrica,Exact,12/10/2016,25/11/2016,Confirmed,Bluetongue,4,"domestic, cattle, domestic, sheep",43,1,0,0,0,,,,
219508,OIE,45.57369,14.20922,Europe,Slovenia,Notranjsko-kraska,Ilirska Bistrica,Exact,11/10/2016,25/11/2016,Confirmed,Bluetongue,4,"domestic, sheep",15,1,0,0,0,,,,
219507,OIE,45.81327,13.62531,Europe,Slovenia,Obalno-kraska,Komen,Exact,11/10/2016,25/11/2016,Confirmed,Bluetongue,4,"domestic, cattle",21,1,0,0,0,,,,
219506,OIE,45.62019,14.28523,Europe,Slovenia,Notranjsko-kraska,Ilirska Bistrica,Exact,10/10/2016,25/11/2016,Confirmed,Bluetongue,4,"domestic, cattle, domestic, sheep",24,1,0,0,0,,,,
219505,OIE,45.58883,14.21418,Europe,Slovenia,Notranjsko-kraska,Ilirska Bistrica,Exact,07/10/2016,25/11/2016,Confirmed,Bluetongue,4,"domestic, sheep",8,1,0,0,0,,,,
219504,OIE,45.69064,14.10141,Europe,Slovenia,Notranjsko-kraska,Pivka,Exact,07/10/2016,25/11/2016,Confirmed,Bluetongue,4,"domestic, cattle, domestic, sheep",75,1,0,0,0,,,,
219503,OIE,45.6617,14.8392,Europe,Slovenia,Jugovzodna Slovenija,Kocevje,Exact,05/10/2016,25/11/2016,Confirmed,Bluetongue,4,"domestic, cattle",8,1,0,0,0,,,,
219502,OIE,45.59427,14.19094,Europe,Slovenia,Notranjsko-kraska,Ilirska Bistrica,Exact,04/10/2016,25/11/2016,Confirmed,Bluetongue,4,"domestic, cattle",22,2,0,0,0,,,,
219501,OIE,45.5642,14.17674,Europe,Slovenia,Notranjsko-kraska,Ilirska Bistrica,Exact,27/09/2016,25/11/2016,Confirmed,Bluetongue,4,"domestic, cattle, domestic, sheep",11,1,0,0,0,,,,
219500,OIE,45.54543,14.28711,Europe,Slovenia,Notranjsko-kraska,Ilirska Bistrica,Exact,20/09/2016,25/11/2016,Confirmed,Bluetongue,4,"domestic, sheep",26,5,0,0,0,,,,
219499,OIE,-33.6,22.3,Africa,South Africa,Western Cape,LPAI_2014_H5N2_059,Exact,20/10/2016,25/11/2016,Confirmed,Influenza - Avian,H5N2 LPAI,"domestic, ostrich",2948,1769,0,0,0,,0,,
219498,OIE,-34.2,20.7,Africa,South Africa,Western Cape,LPAI_2014_H5N2_058,Exact,13/10/2016,25/11/2016,Confirmed,Influenza - Avian,H5N2 LPAI,"domestic, ostrich",490,228,0,0,0,,0,,
219496,OIE,41.3711,26.2517,Europe,Greece,Anatoliki Makedonia Kai Thraki,EVROS 102,Exact,03/11/2016,24/11/2016,Confirmed,Lumpy skin disease,,"domestic, cattle",1,1,0,1,0,,,,
219495,National authorities,46.4586,19.8736,Europe,Hungary,Bacs-kiskun,Kompok,Exact,20/11/2016,26/11/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, duck",14580,12000,10000,4580,,,0,,
219494,National authorities,46.5844,19.6553,Europe,Hungary,Bacs-kiskun,Szank,Exact,21/11/2016,26/11/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, duck",20200,150,50,20150,,,0,,
219493,National authorities,51.72,11.11,Europe,Germany,Sachsen-Anhalt,"Quedlinburg, county of Harz",Unknown,22/11/2016,23/11/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",38,1,0,37,,,0,,
219492,National authorities,53.14,7.81,Europe,Germany,Niedersachsen,"Barßel, Landkreis Cloppenburg",Unknown,22/11/2016,23/11/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, turkey",15975,50,50,15925,,,0,,
219491,FAO Field Officer,53.73,14.02,Europe,Germany,Mecklenburg-Vorpommern,Ueckermünde zoo,Unknown,23/11/2016,25/11/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, emu",,1,1,,,,0,,
219475,National authorities,55.995309,13.441772,Europe,Sweden,Skaane Laen,Skane Lan,Centroid Locality,21/11/2016,24/11/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",153000,37000,435,0,0,,0,,
219474,OIE,52.934167,5.029444,Europe,Netherlands,Noord-holland,Den Oever,Exact,10/11/2016,22/11/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, black swan",34,2,2,32,0,,,,
219473,OIE,48.96516,31.422957,Europe,Ukraine,Cherkas'ka,Shpola,Exact,17/11/2016,23/11/2016,Confirmed,African swine fever,,"domestic, swine",,2,2,0,0,,,,
219472,OIE,54.15,13.34,Europe,Germany,Mecklenburg-Vorpommern,Mesekenhagen,Exact,18/11/2016,23/11/2016,Confirmed,Influenza - Avian,H5N2 LPAI,"domestic, unspecified bird",55,1,0,54,0,,,,
219471,OIE,46.22,42.543,Europe,Russian Federation,Name Unknown,Solenoe,Exact,07/11/2016,23/11/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",122,95,95,0,0,,0,,
219470,OIE,46.175,42.795,Europe,Russian Federation,Name Unknown,Oktyabr’sky,Exact,07/11/2016,23/11/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",81,42,42,0,0,,0,,
219469,OIE,50.563046,26.997965,Europe,Ukraine,Rivnens'ka,Chernytsya,Exact,20/11/2016,23/11/2016,Confirmed,African swine fever,,"domestic, swine",4,4,4,0,0,,,,
219468,OIE,46.37222,-0.738056,Europe,France,Pays-de-la-Loire,MAILLEZAIS,Exact,15/11/2016,22/11/2016,Confirmed,Bluetongue,8,"domestic, cattle",155,1,0,0,0,,,,
219467,OIE,45.842222,2.75916,Europe,France,Auvergne,LA GOUTELLE,Exact,02/11/2016,22/11/2016,Confirmed,Bluetongue,8,"domestic, cattle",279,1,0,0,0,,,,
219466,OIE,44.963889,2.490833,Europe,France,Auvergne,SAINT SIMON,Exact,26/10/2016,22/11/2016,Confirmed,Bluetongue,8,"domestic, cattle",186,1,0,0,0,,,,
219465,OIE,45.075556,3.800833,Europe,France,Auvergne,SAINT VIDAL,Exact,26/10/2016,22/11/2016,Confirmed,Bluetongue,8,"domestic, cattle",85,1,0,0,0,,,,
219464,OIE,54.06,13.6,Europe,Germany,Mecklenburg-Vorpommern,Neu Boltenhagen,Exact,21/11/2016,22/11/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",30,4,4,26,0,,,,
219462,OIE,47.01,6.98,Europe,Switzerland,Neuchatel,Lac de Neuchâtel,Exact,21/11/2016,22/11/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, tufted duck",,1,1,0,0,,,,
219461,OIE,47.01,6.98,Europe,Switzerland,Neuchatel,Lac de Neuchâtel,Exact,21/11/2016,22/11/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, tufted duck",,1,1,0,0,,,,
219460,OIE,47.64,9.17,Europe,Switzerland,Thurgau,Lake Constance,Exact,21/11/2016,22/11/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, buzzard",,1,1,0,0,,,,
219459,OIE,46.93,6.85,Europe,Switzerland,Neuchatel,Lac de Neuchâtel,Exact,20/11/2016,22/11/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, tufted duck",,1,1,0,0,,,,
219458,OIE,46.89,6.93,Europe,Switzerland,Fribourg,Lac de Neuchâtel,Exact,19/11/2016,22/11/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, tufted duck",,1,1,0,0,,,,
219457,OIE,46.92,6.95,Europe,Switzerland,Fribourg,Lac de Neuchâtel,Exact,18/11/2016,22/11/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, pochard",,1,1,0,0,,,,
219456,OIE,46.92,6.95,Europe,Switzerland,Fribourg,Lac de Neuchâtel,Exact,18/11/2016,22/11/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, herring gull",,1,1,0,0,,,,
219455,OIE,47.36,8.67,Europe,Switzerland,Zurich,Greifensee,Exact,18/11/2016,22/11/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, tufted duck",,1,1,0,0,,,,
219454,OIE,46.92,6.82,Europe,Switzerland,Neuchatel,Lac de Neuchâtel,Exact,18/11/2016,22/11/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, mallard, wild, common pochard",,3,3,0,0,,,,
219453,OIE,46.92,6.82,Europe,Switzerland,Neuchatel,Lac de Neuchâtel,Exact,18/11/2016,22/11/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, little grebe",,1,1,0,0,,,,
219452,OIE,46.88,6.88,Europe,Switzerland,Vaud,Lac de Neuchâtel,Exact,17/11/2016,22/11/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, common pochard, wild, tufted duck",,2,2,0,0,,,,
219451,OIE,46.88,6.88,Europe,Switzerland,Vaud,Lac de Neuchâtel,Exact,17/11/2016,22/11/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, herring gull",,1,1,0,0,,,,
219445,OIE,47.59,9.18,Europe,Switzerland,Thurgau,Lake Constance,Exact,17/11/2016,22/11/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, peregrine falcon",,1,1,0,0,,,,
219444,OIE,47.06,7.09,Europe,Switzerland,Bern,Bielersee,Exact,17/11/2016,22/11/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, unspecified bird",,1,1,0,0,,,,
219443,OIE,47.67,9.08,Europe,Switzerland,Thurgau,Lake Constance,Exact,17/11/2016,22/11/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, tufted duck",,1,1,0,0,,,,
219442,OIE,46.86,6.76,Europe,Switzerland,Neuchatel,Lac de Neuchâtel,Exact,17/11/2016,22/11/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, herring gull",,3,3,0,0,,,,
219441,OIE,46.8,6.76,Europe,Switzerland,Vaud,Lac de Neuchâtel,Exact,17/11/2016,22/11/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, great crested grebe",,2,2,0,0,,,,
219440,OIE,46.5,6.62,Europe,Switzerland,Vaud,Lac Leman,Exact,16/11/2016,22/11/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, tufted duck",,1,1,0,0,,,,
219439,OIE,46.5,6.62,Europe,Switzerland,Vaud,Lac Leman,Exact,16/11/2016,22/11/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, tufted duck",,1,1,0,0,,,,
219438,OIE,46.51,6.44,Europe,Switzerland,Vaud,Lac Leman,Exact,16/11/2016,22/11/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, unspecified bird",,1,1,0,0,,,,
219437,OIE,46.97,6.87,Europe,Switzerland,Neuchatel,Lac de Neuchâtel,Exact,16/11/2016,22/11/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, mallard",,1,1,0,0,,,,
219436,OIE,46.9,6.92,Europe,Switzerland,Fribourg,Lac de Neuchâtel,Exact,16/11/2016,22/11/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, herring gull",,1,1,0,0,,,,
219435,OIE,46.85,6.84,Europe,Switzerland,Fribourg,Lac de Neuchâtel,Exact,15/11/2016,22/11/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, herring gull",,1,1,0,0,,,,
219434,OIE,46.85,6.84,Europe,Switzerland,Fribourg,Lac de Neuchâtel,Exact,15/11/2016,22/11/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,mute swan (cygnus olor))",,1,1,0,0,,,,
219433,OIE,46.86,6.76,Europe,Switzerland,Neuchatel,Lac de Neuchâtel,Exact,15/11/2016,22/11/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, herring gull",,2,2,0,0,,,,
219432,OIE,47.64,9.21,Europe,Switzerland,Thurgau,Lake Constance,Exact,15/11/2016,22/11/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, tufted duck",,2,2,0,0,,,,
219431,OIE,46.98,6.92,Europe,Switzerland,Neuchatel,Lac de Neuchâtel,Exact,15/11/2016,22/11/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, tufted duck",,1,1,0,0,,,,
