Id,source,latitude,longitude,region,country,admin1,localityName,localityQuality,observationDate,reportingDate,status,disease,serotypes,speciesDescription,sumAtRisk,sumCases,sumDeaths,sumDestroyed,sumSlaughtered,humansGenderDesc,humansAge,humansAffected,humansDeaths
264034,OIE,45.189042,23.340725,Europe,Romania,Gorj,Bumbesti,Exact,16/12/2019,20/12/2019,Confirmed,African swine fever,,"wild, wild boar",,2,,2,,,,,
264033,OIE,44.854591,25.90353,Europe,Romania,Prahova,Manesti,Exact,16/12/2019,20/12/2019,Confirmed,African swine fever,,"wild, wild boar",,3,,3,,,,,
264032,OIE,45.212275,25.87621,Europe,Romania,Prahova,Cosmina,Exact,15/12/2019,20/12/2019,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,,,
264031,OIE,43.904338,25.381515,Europe,Romania,Teleorman,Tiganesti,Exact,13/12/2019,20/12/2019,Confirmed,African swine fever,,"domestic, swine",1,1,1,0,,,,,
264030,OIE,44.223147,24.462278,Europe,Romania,Olt,Maruntei,Exact,13/12/2019,20/12/2019,Confirmed,African swine fever,,"domestic, swine",89,89,31,58,,,,,
264029,OIE,44.183384,25.769537,Europe,Romania,Giurgiu,Copaciu,Exact,12/12/2019,20/12/2019,Confirmed,African swine fever,,"domestic, swine",3,3,1,2,,,,,
264028,OIE,44.396408,25.750776,Europe,Romania,Giurgiu,Vadu Lat,Exact,12/12/2019,20/12/2019,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,,,
264027,OIE,44.8246,25.403,Europe,Romania,Dimbovita,Suta Seaca,Exact,11/12/2019,20/12/2019,Confirmed,African swine fever,,"domestic, swine",2309,2309,5,2304,,,,,
264026,OIE,44.3878,25.0035,Europe,Romania,Teleorman,Silistea Gumesti,Exact,10/12/2019,20/12/2019,Confirmed,African swine fever,,"domestic, swine",4,4,4,0,,,,,
264025,OIE,44.672649,23.585115,Europe,Romania,Gorj,Turburea,Exact,10/12/2019,20/12/2019,Confirmed,African swine fever,,"wild, wild boar",,2,2,,,,,,
264024,OIE,44.0175,23.87,Europe,Romania,Dolj,Padea,Exact,03/12/2019,20/12/2019,Confirmed,African swine fever,,"domestic, swine",91,91,6,85,,,,,
264023,OIE,45.4404,27.0186,Europe,Romania,Buzau,Fagetu,Exact,11/12/2019,20/12/2019,Confirmed,African swine fever,,"wild, wild boar",,1,0,1,,,,,
264022,OIE,45.4399,26.6061,Europe,Romania,Buzau,Umbrarelu,Exact,11/12/2019,20/12/2019,Confirmed,African swine fever,,"wild, wild boar",,1,0,1,,,,,
264021,OIE,46.1651,28.1285,Europe,Romania,Vaslui,Carja,Exact,20/12/2019,20/12/2019,Confirmed,African swine fever,,"wild, wild boar",,2,0,2,,,,,
264020,OIE,44.3131,26.367,Europe,Romania,Calarasi,Frumusani,Exact,19/12/2019,20/12/2019,Confirmed,African swine fever,,"wild, wild boar",,1,0,1,,,,,
264019,OIE,45.2374,27.9307,Europe,Romania,Braila,Braila,Exact,18/12/2019,20/12/2019,Confirmed,African swine fever,,"domestic, swine",24,24,3,21,,,,,
264018,OIE,43.8149,28.2807,Europe,Romania,Constanta,Negru Voda,Exact,18/12/2019,20/12/2019,Confirmed,African swine fever,,"wild, wild boar",,2,0,2,,,,,
263956,OIE,21.5,96.2,Asia,Myanmar,Mandalay,Yoeson,Exact,26/11/2019,13/12/2019,Confirmed,Foot and mouth disease,O,"domestic, cattle",54,19,,,,,,,
263955,OIE,16.257778,97.716389,Asia,Myanmar,Mon,Mhainkanaim,Centroid Locality,23/11/2019,13/12/2019,Confirmed,Foot and mouth disease,O,"domestic, cattle",5,2,,,,,,,
263954,OIE,21.34,96.263,Asia,Myanmar,Mandalay,Khatthin,Exact,11/11/2019,13/12/2019,Confirmed,Foot and mouth disease,O,"domestic, cattle",125,5,,,,,,,
263951,OIE,1.515,110.361111,Asia,Malaysia,Sarawak,No 1206,Exact,26/12/2019,20/01/2020,Confirmed,Rabies,,"domestic, dog",1,1,,1,,,,,
263950,OIE,1.343109,110.307889,Asia,Malaysia,Sarawak,Kampung Punau,Exact,21/12/2019,20/01/2020,Confirmed,Rabies,,"domestic, dog",2,2,,2,,,,,
263949,OIE,1.30877,110.293422,Asia,Malaysia,Sarawak,No 141,Exact,18/12/2019,20/01/2020,Confirmed,Rabies,,"domestic, dog",1,1,,1,,,,,
263948,OIE,1.400277,110.143333,Asia,Malaysia,Sarawak,No 24,Exact,17/12/2019,20/01/2020,Confirmed,Rabies,,"domestic, dog",1,1,,1,,,,,
263947,OIE,1.499678,110.25236,Asia,Malaysia,Sarawak,No19,Exact,17/12/2019,20/01/2020,Confirmed,Rabies,,"domestic, cat",1,1,,1,,,,,
263946,OIE,1.470706,111.445242,Asia,Malaysia,Sarawak,No 17A,Exact,09/12/2019,20/01/2020,Confirmed,Rabies,,"domestic, cat",1,1,,1,,,,,
263945,OIE,1.594166,110.33277,Asia,Malaysia,Sarawak,No 380,Exact,08/12/2019,20/01/2020,Confirmed,Rabies,,"domestic, cat",1,1,,1,,,,,
263944,OIE,1.403333,111.539999,Asia,Malaysia,Sarawak,SL No 5,Exact,14/11/2019,20/01/2020,Confirmed,Rabies,,"domestic, cat",1,1,,1,,,,,
263943,OIE,1.242569,110.220702,Asia,Malaysia,Sarawak,No 453,Exact,05/12/2019,18/12/2019,Confirmed,Rabies,,"domestic, dog",1,1,,1,,,,,
263942,OIE,1.515795,110.336174,Asia,Malaysia,Sarawak,Lot 1380,Exact,10/12/2019,12/12/2019,Confirmed,Rabies,,"domestic, cat",1,1,,1,,,,,
263941,OIE,1.412222,110.14861,Asia,Malaysia,Sarawak,No 424,Exact,29/11/2019,12/12/2019,Confirmed,Rabies,,"domestic, dog",1,1,,1,,,,,
263940,OIE,1.3892,110.362572,Asia,Malaysia,Sarawak,Batu 11,Exact,26/11/2019,12/12/2019,Confirmed,Rabies,,"domestic, dog",1,1,,1,,,,,
263939,OIE,1.415555,110.160833,Asia,Malaysia,Sarawak,Lot 203,Exact,13/11/2019,12/12/2019,Confirmed,Rabies,,"domestic, dog",1,1,,1,,,,,
263938,OIE,1.494357,110.303093,Asia,Malaysia,Sarawak,Ing Hiong Hardware,Exact,08/11/2019,12/12/2019,Confirmed,Rabies,,"domestic, dog",1,1,,1,,,,,
263936,OIE,45.648468,27.329421,Europe,Romania,Vrancea,Suraia,Exact,13/12/2019,20/12/2019,Confirmed,African swine fever,,"wild, wild boar",,1,,1,,,,,
263935,OIE,46.212022,27.085573,Europe,Romania,Bacau,Pancesti,Exact,12/12/2019,20/12/2019,Confirmed,African swine fever,,"domestic, swine",42,42,5,37,,,,,
263934,OIE,46.02826,27.300464,Europe,Romania,Galati,Buciumeni,Exact,09/12/2019,20/12/2019,Confirmed,African swine fever,,"wild, wild boar",,1,,1,,,,,
263933,OIE,45.9051,27.4323,Europe,Romania,Galati,Tiganesti,Exact,09/12/2019,20/12/2019,Confirmed,African swine fever,,"domestic, swine",4,4,4,0,,,,,
263932,OIE,44.9426,27.4159,Europe,Romania,Braila,Dudescu,Exact,09/12/2019,20/12/2019,Confirmed,African swine fever,,"domestic, swine",43,43,0,43,,,,,
263931,OIE,44.3052,28.0286,Europe,Romania,Constanta,Cochrileni,Exact,07/12/2019,20/12/2019,Confirmed,African swine fever,,"wild, wild boar",,2,0,2,,,,,
263930,OIE,47.388814,22.799403,Europe,Romania,Satu Mare,Dersida,Exact,12/12/2019,20/12/2019,Confirmed,African swine fever,,"domestic, swine",2,2,0,2,,,,,
263929,OIE,47.735,24.227972,Europe,Romania,Maramures,Rozavlea,Exact,10/12/2019,20/12/2019,Confirmed,African swine fever,,"domestic, swine",3,3,0,3,,,,,
263928,OIE,47.871667,23.558056,Europe,Romania,Satu Mare,Huta,Exact,04/12/2019,20/12/2019,Confirmed,African swine fever,,"wild, wild boar",,1,,1,,,,,
263927,OIE,43.0534,27.1104,Europe,Bulgaria,Shumen,Byal Byrag,Exact,18/12/2019,20/12/2019,Confirmed,African swine fever,,"domestic, swine",48,48,14,34,,,,,
263926,OIE,42.73792,25.01391,Europe,Bulgaria,Lovech,NP Central Balkan,Exact,16/12/2019,20/12/2019,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,,,
263925,OIE,42.73797,25.01392,Europe,Bulgaria,Lovech,NP Central Balkan,Exact,16/12/2019,20/12/2019,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,,,
263924,OIE,43.72727,24.40157,Europe,Romania,Olt,Bayakal,Exact,13/12/2019,20/12/2019,Confirmed,African swine fever,,"wild, wild boar",,1,0,1,,,,,
263923,OIE,42.30521,27.03467,Europe,Bulgaria,Burgas,Bistrets,Exact,11/12/2019,20/12/2019,Confirmed,African swine fever,,"wild, wild boar",2,1,0,2,,,,,
263922,OIE,42.30416,27.03091,Europe,Bulgaria,Burgas,Bistrets,Exact,11/12/2019,20/12/2019,Confirmed,African swine fever,,"wild, wild boar",2,1,0,2,,,,,
263921,OIE,42.81876,26.65371,Europe,Bulgaria,Burgas,Berenovo,Exact,11/12/2019,20/12/2019,Confirmed,African swine fever,,"wild, wild boar",,1,0,1,,,,,
263920,OIE,45.7969,23.8692,Europe,Romania,Sibiu,Saliste,Exact,12/12/2019,20/12/2019,Confirmed,African swine fever,,"wild, wild boar",,2,2,,,,,,
263919,OIE,46.212,25.0281,Europe,Romania,Mures,Archita,Exact,11/12/2019,20/12/2019,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,,,
263918,OIE,46.2727,25.4079,Europe,Romania,Harghita,Ghipes,Exact,10/12/2019,20/12/2019,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,,,
263917,OIE,46.1088,25.1791,Europe,Romania,Brasov,Bunesti,Exact,08/12/2019,20/12/2019,Confirmed,African swine fever,,"wild, wild boar",,3,0,3,,,,,
263916,OIE,47.493732,27.514772,Europe,"Moldova, Republic of",Balti,Pruteni,Exact,17/12/2019,20/12/2019,Confirmed,African swine fever,,"wild, wild boar",,5,5,,,,,,
263914,OIE,42.87,22.79,Europe,Bulgaria,Pernik,Dreatin,Exact,17/12/2019,22/01/2020,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,,,
263913,OIE,43.34905,26.22681,Europe,Bulgaria,Targovishte,Popovo,Exact,17/12/2019,22/01/2020,Confirmed,African swine fever,,"wild, wild boar",,6,0,6,,,,,
263892,OIE,48.40944,21.58593,Europe,Hungary,Borsod-abauj-zemplen,Borsod-Abaúj-Zemplén county,Exact,29/12/2019,22/01/2020,Confirmed,African swine fever,,"wild, wild boar",,138,122,16,,,,,
263822,OIE,51.6164,17.8178,Europe,Poland,Wielkopolskie,Ostrow Wielkopolski,Exact,01/01/2020,22/01/2020,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",6621,6621,2313,4308,,,,,
263816,OIE,25.03067,121.48937,Asia,Taiwan (Province of China),Taiwan Sheng,Wanhua District,Exact,01/01/2020,20/01/2020,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",20,2,,20,,,,,
263759,Other,29.3,30.833333,Africa,Egypt,Fayoum,Fayoum,Centroid Locality,05/01/2019,02/12/2019,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",10000,,500,,,,0,,
263758,Other,30.61,30.43,Africa,Egypt,Behera,Beheira,Centroid Locality,19/01/2019,02/12/2019,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",17000,,7990,,,,,,
263745,OIE,-33.5,22.2,Africa,South Africa,Western Cape,HPAI_H5N8_2017_215,Exact,30/10/2019,20/01/2020,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, ostrich",4309,8,,,,,,,
263744,OIE,-33.5,22.2,Africa,South Africa,Western Cape,HPAI_H5N8_2017_214,Exact,30/10/2019,20/01/2020,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, ostrich",3268,2,,,,,0,,
263674,OIE,49.61206,5.52755,Europe,Belgium,Region wallonne,Virton,Exact,03/12/2019,13/01/2020,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,0,,
263634,National authorities,37.945629,126.7572438,Asia,Republic of Korea,Kyonggi-do,Bangmok-ri,Centroid Admin1,30/12/2019,11/01/2020,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,0,,
263633,National authorities,37.9,127.462483,Asia,Republic of Korea,Kyonggi-do,"Dapgok-ri, Sinseo-myeon",Centroid Admin1,30/12/2019,11/01/2020,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,0,,
263632,National authorities,38.2280648,127.2603646,Asia,Republic of Korea,Kang-won-do,"Sangsa-ri, Galmal-eup",Exact,27/12/2019,11/01/2020,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,0,,
263631,National authorities,38.0756209,126.9213588,Asia,Republic of Korea,Kyonggi-do,"Seokjang-ri, Baekhak-myeon",Exact,27/12/2019,11/01/2020,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,0,,
263628,OIE,23.491,22.0634,Africa,Libya,Al Kufrah,South East. Farm 1,Exact,12/12/2019,15/01/2020,Confirmed,Rift Valley fever,,"domestic, goat/sheep ",90,1,,,,,,,
263627,OIE,23.491,22.0634,Africa,Libya,Al Kufrah,South East. Farm 2,Exact,12/12/2019,15/01/2020,Confirmed,Rift Valley fever,,"domestic, sheep",100,1,,,,,0,,
263594,OIE,23.648401,120.474342,Asia,Taiwan (Province of China),Taiwan Sheng,Dounan Township,Exact,28/12/2019,13/01/2020,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",23411,2432,2432,20979,,,,,
263593,OIE,23.766401,120.264221,Asia,Taiwan (Province of China),Taiwan Sheng,Mailiao Township,Exact,31/12/2019,13/01/2020,Confirmed,Influenza - Avian,H5N5 HPAI,"domestic, chicken",10784,1000,1000,9784,,,,,
263592,OIE,25.03067,121.48937,Asia,Taiwan (Province of China),Taiwan Sheng,Wanhua District,Exact,28/12/2019,13/01/2020,Confirmed,Influenza - Avian,H5N5 HPAI,"domestic, chicken",24,1,,24,,,,,
263591,OIE,25.03067,121.48937,Asia,Taiwan (Province of China),Taiwan Sheng,Wanhua District,Exact,27/12/2019,13/01/2020,Confirmed,Influenza - Avian,H5N5 HPAI,"domestic, chicken",87,8,,87,,,,,
263496,OIE,-23.2,29.3,Africa,South Africa,Limpopo,FMD_LIM2_2019_013,Exact,02/12/2019,11/12/2019,Confirmed,Foot and mouth disease,SAT2,"domestic, cattle",500,4,,,,,,,
263495,OIE,-23.1,29.9,Africa,South Africa,Limpopo,FMD_LIM2_2019_012,Exact,18/11/2019,11/12/2019,Confirmed,Foot and mouth disease,SAT2,"domestic, cattle",1000,9,,,,,,,
263493,OIE,51.504548,36.660849,Europe,Russian Federation,Kurskaya Oblast,Shumakovo,Exact,24/11/2019,10/12/2019,Confirmed,Newcastle disease,,"domestic, unspecified bird",65,35,35,30,,,,,
263492,OIE,17.06,96.03,Asia,Myanmar,Yangon,Myiitkyoe,Exact,16/11/2019,10/12/2019,Confirmed,Foot and mouth disease,A,"domestic, cattle",8,2,,,,,,,
263491,OIE,17.3,96.2,Asia,Myanmar,Yangon,Thininn,Exact,15/11/2019,10/12/2019,Confirmed,Foot and mouth disease,A,"domestic, cattle",17,8,,,,,,,
263490,OIE,46.82,7.09,Europe,Switzerland,Fribourg,Autafond,Exact,29/11/2019,09/12/2019,Confirmed,Bluetongue,8,"domestic, cattle",56,1,,,1,,,,
263489,OIE,47.12,8.14,Europe,Switzerland,Luzern,Nottwil,Exact,28/11/2019,09/12/2019,Confirmed,Bluetongue,8,"domestic, cattle",29,1,,,1,,,,
263488,OIE,47.07,8.0,Europe,Switzerland,Luzern,Willisau,Exact,27/11/2019,09/12/2019,Confirmed,Bluetongue,8,"domestic, cattle",30,2,,,2,,,,
263487,OIE,47.01,8.04,Europe,Switzerland,Luzern,Doppleschwand,Exact,26/11/2019,09/12/2019,Confirmed,Bluetongue,8,"domestic, cattle",70,1,,,1,,,,
263486,OIE,47.17,7.64,Europe,Switzerland,Solothurn,Hersiwil,Exact,13/11/2019,09/12/2019,Confirmed,Bluetongue,8,"domestic, cattle",25,1,,,1,,,,
263485,OIE,47.35,7.94,Europe,Switzerland,Solothurn,Dulliken,Exact,13/11/2019,09/12/2019,Confirmed,Bluetongue,8,"domestic, cattle",41,1,,,1,,,,
263484,OIE,47.13,7.47,Europe,Switzerland,Solothurn,Aetigkofen,Exact,13/11/2019,09/12/2019,Confirmed,Bluetongue,8,"domestic, cattle",72,1,,,1,,,,
263483,OIE,47.5,7.95,Europe,Switzerland,Aargau,Wegenstetten,Exact,07/11/2019,09/12/2019,Confirmed,Bluetongue,8,"domestic, cattle",96,1,,,1,,,,
263482,OIE,34.096,-117.237,Americas,United States of America,California,San Bernardino County,Exact,21/11/2019,04/12/2019,Confirmed,Newcastle disease,,"domestic, unspecified bird",14,,7,7,,,,,
263481,OIE,1.494357,110.303093,Asia,Malaysia,Sarawak,Ing Hiong Hardware,Exact,08/11/2019,03/12/2019,Confirmed,Rabies,,"domestic, dog",1,1,,1,,,,,
263480,OIE,50.70353,5.44973,Europe,Belgium,Region wallonne,Awans,Exact,14/11/2019,03/12/2019,Confirmed,Bluetongue,8,"domestic, cattle",37,3,,,,,,,
263479,OIE,-23.9,30.5,Africa,South Africa,Limpopo,FMD_LIM2_2019_011,Exact,20/11/2019,03/12/2019,Confirmed,Foot and mouth disease,SAT2,"domestic, cattle",108,11,,,,,,,
263478,OIE,34.825137,137.10928,Asia,Japan,Aiti,Nishio city,Exact,18/11/2019,29/11/2019,Confirmed,Classical swine fever,,"domestic, swine",966,,,966,,,,,
263474,OIE,44.2754,27.0783,Europe,Romania,Calarasi,Nicolae Balcescu,Exact,29/11/2019,29/11/2019,Confirmed,Newcastle disease,,"domestic, unspecified bird",6871,6871,114,6757,,,,,
263473,OIE,1.4383,110.3346,Asia,Malaysia,Sarawak,Batu 10,Exact,14/11/2019,26/11/2019,Confirmed,Rabies,,"domestic, dog",1,1,,1,,,,,
263472,OIE,1.362587,110.344115,Asia,Malaysia,Sarawak,No 80,Exact,14/11/2019,26/11/2019,Confirmed,Rabies,,"domestic, dog",1,1,,1,,,,,
263471,OIE,1.393888,110.368888,Asia,Malaysia,Sarawak,Kampung Pengiran,Exact,12/11/2019,26/11/2019,Confirmed,Rabies,,"domestic, dog",1,1,,1,,,,,
263470,OIE,1.4124,110.1628,Asia,Malaysia,Sarawak,Taman Mei Yen,Exact,06/11/2019,26/11/2019,Confirmed,Rabies,,"domestic, dog",1,1,,1,,,,,
263469,OIE,1.407777,110.13558,Asia,Malaysia,Sarawak,1281,Exact,03/11/2019,26/11/2019,Confirmed,Rabies,,"domestic, dog",1,1,,1,,,,,
263468,OIE,1.444938,110.081445,Asia,Malaysia,Sarawak,Kampung Opar,Exact,27/10/2019,26/11/2019,Confirmed,Rabies,,"domestic, dog",1,1,,1,,,,,
263467,OIE,1.441355,110.347676,Asia,Malaysia,Sarawak,No 1,Exact,26/10/2019,26/11/2019,Confirmed,Rabies,,"domestic, dog",1,1,,1,,,,,
263466,OIE,1.337387,110.308427,Asia,Malaysia,Sarawak,No 160,Exact,23/10/2019,26/11/2019,Confirmed,Rabies,,"domestic, dog",1,1,,1,,,,,
263443,OIE,53.0402,37.581,Europe,Russian Federation,Orlovskaya Oblast,Pankovo,Exact,13/12/2019,19/12/2019,Confirmed,African swine fever,,"wild, wild boar",,3,2,6,,,,,
263442,OIE,53.3162,36.73892,Europe,Russian Federation,Orlovskaya Oblast,Lopashino,Exact,11/12/2019,19/12/2019,Confirmed,African swine fever,,"wild, wild boar",,2,2,0,,,,,
263441,OIE,46.74092,134.188134,Europe,Russian Federation,Khabarovskiy Kray,Bikinskoe,Exact,18/12/2019,19/12/2019,Confirmed,African swine fever,,"wild, wild boar",,5,4,1,,,,,
263440,OIE,44.3558,131.3533,Europe,Russian Federation,Primorskiy Kray,Soph’e-Alekseevskoe,Exact,10/12/2019,19/12/2019,Confirmed,African swine fever,,"wild, wild boar",,2,2,,,,,,
263439,OIE,48.635,132.19,Europe,Russian Federation,Yevreyskaya A. Oblast,Irbis,Exact,26/11/2019,19/12/2019,Confirmed,African swine fever,,"wild, wild boar",,2,,2,,,,,
263438,OIE,47.4013,22.6995,Europe,Romania,Bihor,Supur,Exact,29/12/2019,31/12/2019,Confirmed,African swine fever,,"wild, wild boar",,1,,1,,,,,
263437,OIE,47.4945,23.0687,Europe,Romania,Satu Mare,Codru,Exact,27/12/2019,31/12/2019,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,,,
263436,OIE,47.187,22.5114,Europe,Romania,Bihor,Marca Huta,Exact,25/12/2019,31/12/2019,Confirmed,African swine fever,,"domestic, swine",5,5,0,5,,,,,
263435,OIE,47.2113,22.1359,Europe,Romania,Bihor,Crestur,Exact,22/12/2019,31/12/2019,Confirmed,African swine fever,,"domestic, swine",2,2,2,0,,,,,
263434,OIE,47.1908,22.5122,Europe,Romania,Bihor,Les,Exact,11/12/2019,31/12/2019,Confirmed,African swine fever,,"domestic, swine",2,2,1,1,,,,,
263433,OIE,47.724278,22.187306,Europe,Hungary,Szabolcs-szatmar-bereg,Piricse,Exact,29/12/2019,07/01/2020,Confirmed,African swine fever,,"wild, wild boar",,1,,1,,,,,
263432,OIE,47.744833,22.191139,Europe,Hungary,Szabolcs-szatmar-bereg,Piricse,Exact,29/12/2019,07/01/2020,Confirmed,African swine fever,,"wild, wild boar",,1,,1,,,,,
263431,OIE,47.699119,22.225336,Europe,Hungary,Szabolcs-szatmar-bereg,Omboly,Exact,28/12/2019,07/01/2020,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,,,
263430,OIE,47.728528,22.088417,Europe,Hungary,Szabolcs-szatmar-bereg,Encsencs,Exact,28/12/2019,07/01/2020,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,,,
263429,OIE,47.714917,22.131167,Europe,Hungary,Szabolcs-szatmar-bereg,Nyírbéltek,Exact,26/12/2019,07/01/2020,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,,,
263428,OIE,48.103098,22.358803,Europe,Hungary,Szabolcs-szatmar-bereg,Olcsvaapáti,Exact,26/12/2019,07/01/2020,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,,,
263427,OIE,48.4082,21.5949,Europe,Hungary,Borsod-abauj-zemplen,Borsod-Abaúj-Zemplén county,Exact,21/12/2019,07/01/2020,Confirmed,African swine fever,,"wild, wild boar",,52,37,15,,,,,
263426,OIE,47.319806,20.430167,Europe,Hungary,Jasz-nagykun-szolnok,Kotelek,Exact,29/12/2019,07/01/2020,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,,,
263425,OIE,47.700146,21.164415,Europe,Hungary,Hajdu-bihar,Újszentmargita,Exact,29/12/2019,07/01/2020,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,,,
263424,OIE,47.604273,18.803741,Europe,Hungary,Pest,Perbal,Exact,27/12/2019,07/01/2020,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,,,
263415,OIE,56.5889,21.6083,Europe,Latvia,Liepajas,Vecpils,Exact,30/12/2019,02/01/2020,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,,,
263414,OIE,57.0172,22.6883,Europe,Latvia,Tukuma,Kandavas,Exact,27/12/2019,02/01/2020,Confirmed,African swine fever,,"wild, wild boar",,2,0,2,,,,,
263413,OIE,57.0192,22.6858,Europe,Latvia,Tukuma,Kandavas,Exact,27/12/2019,02/01/2020,Confirmed,African swine fever,,"wild, wild boar",,1,0,1,,,,,
263412,OIE,56.8208,22.5789,Europe,Latvia,Saldus,Gaiku,Exact,27/12/2019,02/01/2020,Confirmed,African swine fever,,"wild, wild boar",,1,0,1,,,,,
263411,OIE,57.7408,25.66,Europe,Latvia,Valkas,Eveles,Exact,27/12/2019,02/01/2020,Confirmed,African swine fever,,"wild, wild boar",,1,0,1,,,,,
263410,OIE,57.3803,24.8606,Europe,Latvia,Cesu,Straupes,Exact,27/12/2019,02/01/2020,Confirmed,African swine fever,,"wild, wild boar",,1,0,1,,,,,
263409,OIE,56.7675,21.7272,Europe,Latvia,Liepajas,Kazdangas,Exact,27/12/2019,02/01/2020,Confirmed,African swine fever,,"wild, wild boar",,1,0,1,,,,,
263408,OIE,56.5617,21.7578,Europe,Latvia,Liepajas,Embutes,Exact,23/12/2019,02/01/2020,Confirmed,African swine fever,,"wild, wild boar",,1,0,1,,,,,
263407,OIE,56.1858,26.4703,Europe,Latvia,Daugavpils,Rozkalnu,Exact,23/12/2019,02/01/2020,Confirmed,African swine fever,,"wild, wild boar",,1,0,1,,,,,
263337,OIE,43.64458,81.86883,Asia,China,Xinjiang Uygur Zizhiqu,Sala Village,Exact,29/12/2019,08/01/2020,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,mute swan (cygnus olor))",75,9,9,,,,0,,
263336,National authorities,24.13,55.8,Asia,United Arab Emirates,Abu Dhabi,Al Ain City,Unknown,08/12/2019,08/01/2020,Confirmed,MERS-CoV ,,,,,,,,Male,74,1,
263328,OIE,25.03067,121.48937,Asia,Taiwan (Province of China),Taiwan Sheng,Wanhua District,Exact,21/12/2019,06/01/2020,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",54,2,,54,,,,,
263327,OIE,23.63233,120.20531,Asia,Taiwan (Province of China),Taiwan Sheng,Sihu Township,Exact,18/12/2019,06/01/2020,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, duck",3071,,,3071,,,,,
