Id,source,latitude,longitude,region,country,admin1,localityName,localityQuality,observationDate,reportingDate,status,disease,serotypes,speciesDescription,sumAtRisk,sumCases,sumDeaths,sumDestroyed,sumSlaughtered,humansGenderDesc,humansAge,humansAffected,humansDeaths
232624,OIE,26.055,107.476,Asia,China,Guizhou Sheng,"Buyi and Miao Autonomous Prefecture of QianNan, Du Yun",Exact,21/11/2017,19/12/2017,Confirmed,Foot and mouth disease,O,"domestic, cattle, domestic, unspecified mammal",273,78,4,191,0,,0,,
232622,National authorities,-0.522688,30.932147,Africa,Uganda,Kiruhura,Rushororo,Centroid Admin2,03/12/2017,18/12/2017,Confirmed,Rift Valley fever,,,,,,,,Male,24,1,
232611,OIE,49.2382,17.6981,Europe,Czech Republic,Jihomoravsky,Kostelec,Exact,12/12/2017,15/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,0,,
232610,OIE,49.2396,17.6954,Europe,Czech Republic,Jihomoravsky,Fryšták Horní Ves,Exact,11/12/2017,15/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,0,1,,,0,,
232609,OIE,50.681397,37.222238,Europe,Russian Federation,Belgorodskaya Oblast,"Ivitsa, OOO Miratorg-Belgorod, Korochansky",Exact,06/12/2017,15/12/2017,Confirmed,African swine fever,,"domestic, swine",24027,72,72,,,,0,,
232608,OIE,50.512858,37.100127,Europe,Russian Federation,Belgorodskaya Oblast,"Novaya Zarya, Shebekinsky ",Exact,06/12/2017,15/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,0,1,,,0,,
232607,OIE,47.57,29.211611,Europe,Ukraine,Odes'ka,"Topaly, Okny ",Unknown,13/12/2017,15/12/2017,Confirmed,African swine fever,,"wild, wild boar",,2,2,0,0,,0,,
232606,OIE,47.5664,29.1776,Europe,Ukraine,Odes'ka,"Fedosiivka, Okny ",Exact,13/12/2017,15/12/2017,Confirmed,African swine fever,,"wild, wild boar",,2,2,0,0,,0,,
232605,OIE,47.2244,29.9765,Europe,Ukraine,Odes'ka,"Torosove, Zakharivka ",Exact,12/12/2017,15/12/2017,Confirmed,African swine fever,,"domestic, swine",24,1,1,23,0,,0,,
232602,OIE,46.515861,34.280056,Europe,Ukraine,Khersons'ka," Hornostaivka, Novotroitske ",Exact,12/12/2017,15/12/2017,Confirmed,African swine fever,,"domestic, swine",196,1,1,195,0,,0,,
232600,OIE,25.439,30.558,Africa,Egypt,New Valley,El Kharga ,Exact,16/11/2017,17/12/2017,Confirmed,Rabies,,"domestic, cattle",1,1,0,1,,,0,,
232599,OIE,25.516,29.166,Africa,Egypt,New Valley,Eldakhla,Exact,26/10/2017,17/12/2017,Confirmed,Rabies,,"domestic, horse",1,1,1,0,,,0,,
232598,OIE,19.325555,-70.535027,Americas,Dominican Republic,La Vega,La Vega,Exact,30/10/2017,13/12/2017,Confirmed,Influenza - Avian,H5N2 LPAI,"domestic, chicken",27400,1257,1257,,,,,,
232597,OIE,19.32575,-70.546222,Americas,Dominican Republic,La Vega,La Vega,Exact,10/10/2017,13/12/2017,Confirmed,Influenza - Avian,H5N2 LPAI,"domestic, chicken",34000,1639,1639,,,,,,
232596,OIE,18.731555,-71.101888,Americas,Dominican Republic,San Juan,San Juan,Exact,10/10/2017,13/12/2017,Confirmed,Influenza - Avian,H5N2 LPAI,"domestic, chicken",46500,12657,12657,33843,,,,,
232595,OIE,-33.6,22.0,Africa,South Africa,Western Cape,HPAI_H5N8_2017_107,Exact,13/09/2017,15/12/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, ostrich",1260,2,,,,,,,
232594,OIE,-16.49999,34.6426,Africa,Mozambique,Tete,Doa,Exact,23/11/2017,13/12/2017,Confirmed,Foot and mouth disease,,"domestic, cattle",640,81,0,0,0,,,,
232584,OIE,51.879006,56.10634,Europe,Russian Federation,Orenburgskaya Oblast," OOO Kolos, Saraktashsky ",Exact,10/12/2017,15/12/2017,Confirmed,Lumpy skin disease,,"domestic, cattle",261,3,0,0,0,,0,,
232582,OIE,52.44,5.82,Europe,Netherlands,Gelderland,Hulshorst,Exact,09/12/2017,15/12/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,mute swan (cygnus olor))",,6,6,,,,0,,
232581,OIE,52.44,5.83,Europe,Netherlands,Gelderland,Elburg,Exact,09/12/2017,15/12/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,mute swan (cygnus olor))",,1,1,,,,,,
232567,OIE,38.177,77.253,Asia,China,Xinjiang Uygur Zizhiqu," Kashgar Prefecture, Poskam ",Exact,29/11/2017,12/12/2017,Confirmed,Foot and mouth disease,O,"domestic, cattle, domestic, sheep",84,12,1,71,0,,0,,
232566,OIE,31.578117,35.149925,Asia,West Bank,Al Khalil (Hebron),"Al Sheokh, North Hebron ",Exact,27/11/2017,13/12/2017,Confirmed,Foot and mouth disease,O,"domestic, goat/sheep ",167,25,,,,,0,,
232565,OIE,31.516111,35.164167,Asia,West Bank,Al Khalil (Hebron)," Bani Naiam, East Hebron ",Exact,13/11/2017,13/12/2017,Confirmed,Foot and mouth disease,O,"domestic, goat/sheep ",55,20,,,,,0,,
232564,OIE,31.614106,35.043133,Asia,West Bank,Al Khalil (Hebron),"Kharas, North Hebron",Exact,13/11/2017,13/12/2017,Confirmed,Foot and mouth disease,O,"domestic, goat/sheep ",20,5,,,,,0,,
232563,FAO Field Officer,12.89,104.48,Asia,Cambodia,Kampong Thom,"Ampil Village, Samproch Commune",Unknown,08/12/2017,15/12/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",5000,4000,4000,1000,,,0,,
232562,National authorities,23.72078,120.255871,Asia,Taiwan (Province of China),Taiwan Sheng,YUNLIN COUNTY,Exact,01/12/2017,12/12/2017,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, duck",890,159,159,731,,,0,,
232561,National authorities,22.89208,120.226599,Asia,Taiwan (Province of China),Taiwan Sheng,KAOHSIUNG CITY,Exact,29/11/2017,12/12/2017,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",6787,102,102,6685,,,0,,
232544,National authorities,36.89,126.63,Asia,Republic of Korea,Chungchongnam-do,"Sabgyo Lake, Dangjin City",Unknown,27/11/2017,12/12/2017,Confirmed,Influenza - Avian,H5N2 LPAI,"environmental sample, unspecified bird",,,,,,,0,,
232543,National authorities,36.79,127.14,Asia,Republic of Korea,Chungchongnam-do,"Pungse River, Cheonan City",Unknown,21/11/2017,04/12/2017,Confirmed,Influenza - Avian,H5N2 LPAI,"environmental sample, unspecified bird",,,,,,,0,,
232542,National authorities,33.51,126.88,Asia,Republic of Korea,Cheju-do,"Hado-ri, Jeju City, Jeju-do",Unknown,27/11/2017,02/12/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"environmental sample, unspecified bird",,,,,,,0,,
232541,National authorities,34.901811,126.686372,Asia,Republic of Korea,Chollanam-do,"Yeonggwang-gun, Yugok-li, Sinbuk-nyeon",Unknown,10/12/2017,11/12/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, duck",12000,850,0,12000,,,0,,
232540,National authorities,23.406649,103.285442,Asia,China,Yunnan Sheng,"Yiming Ltd., Datun Town",Unknown,,13/12/2017,Confirmed,Influenza - Avian,H7N9 LPAI,"domestic, chicken",,2,,,,,0,,
232538,National authorities,-7.3164,109.3208099,Asia,Indonesia,Jawa Tengah,"BOJONGSARI, PEKALONGAN",Exact,03/10/2017,11/12/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,20,20,,,,0,,
232537,National authorities,-6.2206,107.0814538,Asia,Indonesia,Jawa Barat,"TAMBUN SELATAN, SUMBERJAYA",Exact,06/10/2017,11/12/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,50,50,,,,0,,
232536,National authorities,-7.987,110.2836681,Asia,Indonesia,Daerah Istimewa Yogyakarta,"SANDEN, SRIGADING",Exact,31/10/2017,11/12/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,850,850,,,,0,,
232535,OIE,47.0683,-0.5521,Europe,France,Pays-de-la-Loire,SEVREMOINE ,Exact,02/12/2017,11/12/2017,Confirmed,Influenza - Avian,H5N3 LPAI,"domestic, turkey",9200,,30,9170,,,0,,
232534,OIE,39.2714,26.1686,Europe,Greece,Voreio Aigaio,Lesvos 29,Exact,08/12/2017,11/12/2017,Confirmed,Sheep pox and goat pox,,"domestic, sheep",130,1,0,130,0,,0,,
232533,OIE,48.677912,33.148579,Europe,Ukraine,Kirovohrads'ka,Oleksandriia ,Exact,06/12/2017,11/12/2017,Confirmed,African swine fever,,"domestic, swine",66,38,38,28,0,,0,,
232532,OIE,37.31069515,36.37374758,Asia,Turkey,Osmaniye,Bayindirli ,Exact,25/10/2017,11/12/2017,Confirmed,Bluetongue,4,"domestic, sheep",56,8,8,0,0,,0,,
232523,OIE,43.757265,132.366305,Europe,Russian Federation,Primorskiy Kray,"Bogoluybovka, Ussurisky ",Exact,22/11/2017,07/12/2017,Confirmed,Classical swine fever,,"wild, wild boar",,2,0,2,,,,,
232522,OIE,37.65875136,28.1222856,Asia,Turkey,Aydin,Kavsit,Exact,06/11/2017,11/12/2017,Confirmed,Bluetongue,16,"domestic, goat",26,11,11,0,0,,,,
232519,OIE,-33.4,22.2,Africa,South Africa,Western Cape,HPAI_H5N8_2017_106,Exact,11/10/2017,08/12/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, ostrich",1878,2,0,0,0,,,,
232518,National authorities,23.402081,45.23404,Asia,Saudi Arabia,Riyad,Riyad,Centroid Admin1,27/11/2017,08/12/2017,Confirmed,MERS-CoV ,,,,,,,,Male,90,1,1
232517,OIE,48.9018,38.783,Europe,Ukraine,Luhans'ka," Hunting ground ""Okhtyrske"", Novoaydar ",Exact,04/12/2017,08/12/2017,Confirmed,African swine fever,,"wild, wild boar",,3,3,,0,,0,,
232516,OIE,50.7577,26.223,Europe,Ukraine,Rivnens'ka,Hunting ground ""Sokil"",Exact,05/12/2017,08/12/2017,Confirmed,African swine fever,,"wild, wild boar",,2,0,2,0,,0,,
232515,OIE,50.8502,26.2429,Europe,Ukraine,Rivnens'ka,"Hunting ground ""Tandemsvit"", Kostopil",Exact,05/12/2017,08/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,0,1,0,,0,,
232514,OIE,55.861828,40.559618,Europe,Russian Federation,Vladimirskaya Oblast,"Pshenitsino, Gus‘-Khrustal‘ny",Exact,03/12/2017,08/12/2017,Confirmed,African swine fever,,"domestic, swine",5,1,1,,,,0,,
232513,OIE,48.795018,42.843486,Europe,Russian Federation,Volgogradskaya Oblast,"Spetskhoz, Surovikinsky ",Exact,05/12/2017,08/12/2017,Confirmed,African swine fever,,"domestic, swine",298,5,5,,,,0,,
232512,OIE,49.091835,45.038726,Europe,Russian Federation,Volgogradskaya Oblast,"KFH Cho Ik H‘en, Sredneakhtubinsky ",Exact,01/12/2017,08/12/2017,Confirmed,African swine fever,,"domestic, swine",260,7,7,,,,0,,
232511,OIE,56.736635,44.21454,Europe,Russian Federation,Nizhegorodskaya Oblast,"Sharpano, Semenovsky",Exact,29/11/2017,08/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,0,1,,,0,,
232510,OIE,54.480211,20.596103,Europe,Russian Federation,Kaliningradskaya Oblast,"Gryunvald, Bagrationovsky ",Exact,02/12/2017,08/12/2017,Confirmed,African swine fever,,"wild, wild boar",,6,6,,,,0,,
232509,OIE,54.478416,20.14223,Europe,Russian Federation,Kaliningradskaya Oblast,"Novoselovskoe, Bagrationovsky",Exact,26/11/2017,08/12/2017,Confirmed,African swine fever,,"wild, wild boar",,6,6,,,,0,,
232508,OIE,49.2373,17.7017,Europe,Czech Republic,Jihomoravsky,Klecuvka,Exact,08/12/2017,08/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,0,1,,,0,,
232507,OIE,49.2364,17.7017,Europe,Czech Republic,Jihomoravsky,Luzkovice,Exact,06/12/2017,08/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,0,1,,,0,,
232506,OIE,49.2364,17.7017,Europe,Czech Republic,Jihomoravsky,Luzkovice,Exact,06/12/2017,08/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,0,1,,,0,,
232505,OIE,47.370483,28.65899,Europe,"Moldova, Republic of",Orhei,Vatici,Exact,12/11/2017,08/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,0,1,0,,0,,
232504,OIE,46.443047,28.540482,Europe,"Moldova, Republic of",Gagauzia,Zloti,Exact,12/11/2017,08/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,0,1,0,,0,,
232503,OIE,45.991367,28.293795,Europe,"Moldova, Republic of",Cahul,Lucesti,Exact,12/11/2017,08/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,0,1,0,,0,,
232502,OIE,46.755122,28.358177,Europe,"Moldova, Republic of",Lapusna,Carpineni,Exact,30/11/2017,08/12/2017,Confirmed,African swine fever,,"domestic, swine",5,1,1,4,0,,0,,
232483,National authorities,52.45,5.69,Europe,Netherlands,Flevoland,"Biddinghuizen, Dronten Municipality",Unknown,07/12/2017,08/12/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, duck",16000,,,,,,0,,
232480,OIE,52.371389,20.947222,Europe,Poland,Mazowieckie,Jablonna,Exact,04/12/2017,06/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,0,,
232479,OIE,52.278056,20.693333,Europe,Poland,Mazowieckie,"Wolka, Leszno, Warszawski Zachodni ",Exact,04/12/2017,06/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,0,,
232478,OIE,52.054444,21.201111,Europe,Poland,Mazowieckie,"Debowka, Konstancin-Jeziorna, Piaseczynski ",Exact,04/12/2017,06/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,0,,
232477,OIE,52.057778,21.168333,Europe,Poland,Mazowieckie,"Cieciszew, Konstancin-Jeziorna, Piaseczynski",Exact,04/12/2017,06/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,0,,
232476,OIE,52.152222,21.129167,Europe,Poland,Mazowieckie,"Kepa Zawadowska, Wilanow, Warszawa ",Exact,02/12/2017,06/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,0,,
232475,OIE,52.36,20.899722,Europe,Poland,Mazowieckie,"Lomianki, Lomianki, Warszawski Zachodni",Exact,30/11/2017,06/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,0,,
232474,OIE,52.276111,20.687778,Europe,Poland,Mazowieckie,"Wolka, Leszno, Warszawski Zachodni (1432)",Exact,30/11/2017,06/12/2017,Confirmed,African swine fever,,"wild, wild boar",,3,3,,,,0,,
232473,OIE,52.288611,20.716389,Europe,Poland,Mazowieckie,"Wolka, Leszno, Warszawski Zachodni (1432)",Exact,30/11/2017,06/12/2017,Confirmed,African swine fever,,"wild, wild boar",,3,3,,,,0,,
232472,OIE,52.052222,21.1975,Europe,Poland,Mazowieckie," Debowka - Ciciszew, Konstancin-Jeziorna, Piaseczynski",Exact,30/11/2017,06/12/2017,Confirmed,African swine fever,,"wild, wild boar",,2,2,,,,0,,
232471,OIE,52.065833,21.1875,Europe,Poland,Mazowieckie,"Piaski, Konstancin-Jeziorna, Piaseczynski (1418",Exact,30/11/2017,06/12/2017,Confirmed,African swine fever,,"wild, wild boar",,2,2,,,,0,,
232470,OIE,52.075,21.154722,Europe,Poland,Mazowieckie,"Parcela, Konstancin-Jeziorna, Piaseczynski (1418",Exact,30/11/2017,06/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,0,,
232469,OIE,52.171667,21.132222,Europe,Poland,Mazowieckie," Warszawa, Wilanow ",Exact,30/11/2017,06/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,0,,
232468,OIE,52.380278,20.918611,Europe,Poland,Mazowieckie,Jablonna,Exact,29/11/2017,06/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,0,,
232467,OIE,52.358611,20.918611,Europe,Poland,Mazowieckie,Jablonna,Exact,29/11/2017,06/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,0,,
232466,OIE,50.6425,26.353,Europe,Ukraine,Rivnens'ka,"Horodyshche, Rivne",Exact,04/12/2017,06/12/2017,Confirmed,African swine fever,,"domestic, swine",38,3,3,35,0,,0,,
232465,OIE,39.2619,26.1639,Europe,Greece,Voreio Aigaio,Lesvos 28,Exact,01/12/2017,06/12/2017,Confirmed,Sheep pox and goat pox,,"domestic, goat/sheep ",150,1,0,150,0,,0,,
232460,FAO Field Officer,12.08,105.22,Asia,Cambodia,Kampong Cham,"Kos Svay, Tropang Preah",Exact,22/11/2017,07/12/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken, domestic, muscovy ducks, domestic, goose, domestic, turkey",1027,,500,,,,0,,
232458,OIE,40.81798,15.10888,Europe,Italy,Campania,Bagnoli Irpino,Exact,30/10/2017,05/12/2017,Confirmed,Anthrax,,"domestic, sheep",160,1,1,,,,0,0,0
232457,OIE,39.2619,26.1639,Europe,Greece,Voreio Aigaio,Lesvos 28,Exact,30/11/2017,05/12/2017,Confirmed,Sheep pox and goat pox,,"domestic, sheep, domestic, goat",150,1,0,0,0,,0,,
232456,OIE,51.580556,23.296667,Europe,Poland,Lubeiskie,"Ignacow, Wyryki, Wlodawski (0619)",Exact,21/11/2017,01/12/2017,Confirmed,African swine fever,,"wild, wild boar",,3,3,,,,0,,
232455,OIE,53.570278,23.173611,Europe,Poland,Podlaskie,"Chlewisk Gorny, Suchowola, Sokolski (2011)",Exact,21/11/2017,01/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,0,,
232454,OIE,52.380278,22.564167,Europe,Poland,Mazowieckie,"Zales, Korczew, Siedlecki (1426)",Exact,20/11/2017,01/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,0,,
232453,OIE,51.538611,23.338889,Europe,Poland,Lubeiskie,"Lubien, Wyryki, Wlodawski (0619)",Exact,19/11/2017,01/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,0,,
232451,OIE,49.2373,17.6999,Europe,Czech Republic,Jihomoravsky,Kostelec,Exact,30/11/2017,03/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,,,
232450,OIE,49.2377,17.6976,Europe,Czech Republic,Jihomoravsky,Kostelec,Exact,30/11/2017,03/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,,,
232449,OIE,49.2368,17.7008,Europe,Czech Republic,Jihomoravsky,Kostelec,Exact,30/11/2017,03/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,,,
232448,OIE,49.2373,17.6994,Europe,Czech Republic,Jihomoravsky,Kostelec,Exact,30/11/2017,03/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,,,
232447,OIE,49.2382,17.6985,Europe,Czech Republic,Jihomoravsky,Kostelec,Exact,30/11/2017,03/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,,,
232446,OIE,49.2373,17.6995,Europe,Czech Republic,Jihomoravsky,Kostelec,Exact,27/11/2017,03/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,,,
232445,OIE,49.2377,17.6985,Europe,Czech Republic,Jihomoravsky,Kostelec,Exact,27/11/2017,03/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,,,
232444,OIE,49.2373,17.7008,Europe,Czech Republic,Jihomoravsky,Kostelec,Exact,27/11/2017,03/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,,,
232443,OIE,49.2373,17.7008,Europe,Czech Republic,Jihomoravsky,Kostelec,Exact,24/11/2017,03/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,,,
232442,OIE,49.2364,17.7013,Europe,Czech Republic,Jihomoravsky,Kostelec,Exact,24/11/2017,03/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,,,
232441,OIE,49.2369,17.7008,Europe,Czech Republic,Jihomoravsky,Kostelec,Exact,24/11/2017,03/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,,,
232440,OIE,49.2377,17.6985,Europe,Czech Republic,Jihomoravsky,Kostelec,Exact,24/11/2017,03/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,,,
232439,OIE,49.2387,17.6976,Europe,Czech Republic,Jihomoravsky,Kostelec,Exact,24/11/2017,03/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,,,
232438,OIE,49.2382,17.6976,Europe,Czech Republic,Jihomoravsky,Kostelec,Exact,24/11/2017,03/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,,,
232437,OIE,49.2377,17.6981,Europe,Czech Republic,Jihomoravsky,Kostelec,Exact,24/11/2017,03/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,,,
232436,OIE,49.2382,17.699,Europe,Czech Republic,Jihomoravsky,Kostelec,Exact,24/11/2017,03/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,,,
232435,OIE,49.2387,17.6976,Europe,Czech Republic,Jihomoravsky,Kostelec,Exact,24/11/2017,03/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,,,
232434,OIE,49.2387,17.6981,Europe,Czech Republic,Jihomoravsky,Kostelec,Exact,24/11/2017,03/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,,,
232433,OIE,49.2382,17.6972,Europe,Czech Republic,Jihomoravsky,Kostelec,Exact,24/11/2017,03/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,,,
232432,OIE,49.2391,17.6963,Europe,Czech Republic,Jihomoravsky,Kostelec,Exact,24/11/2017,03/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,,,
232431,OIE,49.2386,17.6986,Europe,Czech Republic,Jihomoravsky,Kostelec,Exact,24/11/2017,03/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,,,
232430,OIE,49.2387,17.6976,Europe,Czech Republic,Jihomoravsky,Kostelec,Exact,24/11/2017,03/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,,,
232429,OIE,49.2391,17.6976,Europe,Czech Republic,Jihomoravsky,Kostelec,Exact,24/11/2017,03/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,,,
232428,OIE,51.311111,23.611111,Europe,Poland,Lubeiskie,"Stanislawow, Wola Uhruska, Wlodawski (0619)",Exact,19/11/2017,01/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,0,,
232427,OIE,51.520556,23.501667,Europe,Poland,Lubeiskie,"Marynki, Wyryki, Wlodawski (0619)",Exact,19/11/2017,01/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,0,,
232426,OIE,51.6675,22.891389,Europe,Poland,Lubeiskie,"Wierzbowka, Parczew, Parczewski (0613)",Exact,18/11/2017,01/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,0,,
232425,OIE,53.633889,22.958333,Europe,Poland,Podlaskie,"Mogilnice, Sztabin, Augustowski (2001)",Exact,17/11/2017,01/12/2017,Confirmed,African swine fever,,"wild, wild boar",,2,2,,,,0,,
232424,OIE,52.289167,22.619722,Europe,Poland,Mazowieckie,"Dabrowa, Przesmyki, Siedlecki (1426)",Exact,17/11/2017,01/12/2017,Confirmed,African swine fever,,"wild, wild boar",,6,6,,,,0,,
232423,OIE,53.775,22.696111,Europe,Poland,Warminsko-Mazurskie,"Skrzypki, Kalinowo, Elcki (2805)",Exact,15/11/2017,01/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,0,,
232422,OIE,51.331111,23.561944,Europe,Poland,Lubeiskie,"Mszanka, Wola Uhruska, Wlodawski",Exact,14/11/2017,01/12/2017,Confirmed,African swine fever,,"wild, wild boar",,1,1,,,,0,,
232421,OIE,37.898199,12.510562,Europe,Italy,Sicilia,Trapani,Exact,26/10/2017,04/12/2017,Confirmed,Bluetongue,3,"domestic, sheep",443,40,1,,,,,,
232420,OIE,37.725508,26.820607,Europe,Greece,Voreio Aigaio,Samou,Centroid Admin2,27/11/2017,01/12/2017,Confirmed,Bluetongue,16,"domestic, cattle, domestic, goat, domestic, sheep",136,2,,,,,0,,
232419,OIE,37.725508,26.820607,Europe,Greece,Voreio Aigaio,Samou,Centroid Admin2,27/11/2017,01/12/2017,Confirmed,Bluetongue,16,"domestic, cattle",50,1,,,,,0,,
232418,OIE,-24.6778,25.98283,Africa,Botswana,South-East,Tlokweng,Exact,23/10/2017,01/12/2017,Confirmed,Newcastle disease,,"domestic, chicken",50,15,15,,,,,,
232417,OIE,-22.3962,26.71868,Africa,Botswana,Central,Shapane,Exact,22/09/2017,01/12/2017,Confirmed,Newcastle disease,,"domestic, chicken",59,48,41,,,,,,
232416,OIE,-24.5833,26.0333,Africa,Botswana,South-East,Oodi,Exact,15/09/2017,01/12/2017,Confirmed,Newcastle disease,,"domestic, chicken",140,23,17,,,,,,
232415,OIE,51.322222,23.591111,Europe,Poland,Lubeiskie," Jozefow, Wola Uhruska, Wlodawski",Exact,13/11/2017,01/12/2017,Confirmed,African swine fever,,"wild, wild boar",,3,3,,,,0,,
